"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20489486,"489486 (2007 GS3)",489486,,,Y,Y,1,19.40,,,,,,,,,,3.497,,,,,,,,,"JPL 123",2460600.5,60600,2024-10-17.0,J2000,0.1291,1.061,0.924,15.09,215.39,61.07,306.17,1.20,0.9016,2460660.20,2024-12-15.7,399,1.09,0.0201,7.81,3.84,5.77,4.6e-08,1.3e-09,4.8e-08,6.2e-06,7.9e-06,1.8e-05,2.1e-05,1.4e-09,1.6e-09,2.4e-05,7.2e-07,APO,"Otto Matic",5021,2007-04-11,2021-01-08,623,,,0,.43348,,,,,,,,,
20490354,"490354 (2009 FF19)",490354,,,Y,Y,0,21.40,,,,,,,,,,,,,,,,,,,"JPL 42",2460600.5,60600,2024-10-17.0,J2000,0.4092,1.213,0.717,0.56,84.88,244.81,127.29,1.71,0.7379,2460428.01,2024-04-27.5,488,1.34,0.00413,1.61,3.64,5.17,6.2e-08,7.5e-09,7.7e-08,4.1e-06,5.3e-04,5.3e-04,1.1e-04,1.1e-08,6.9e-09,1.6e-04,4.6e-06,APO,"Otto Matic",6114,2005-04-12,2022-01-07,135,,,0,.72798,,,,,,,,,
20494658,"494658 (2000 UG11)",494658,,,Y,Y,1,20.71,,,,,,,,,,4.44,,,,,,,,,"JPL 49",2460600.5,60600,2024-10-17.0,J2000,0.5718,1.929,0.826,8.91,223.91,240.87,322.34,3.03,0.3679,2460702.86,2025-01-27.3,979,2.68,0.00933,3.63,2.23,3.68,2.7e-08,3.4e-09,5.1e-08,6.1e-06,4.5e-06,1.0e-05,1.0e-05,5.4e-09,9.8e-10,2.7e-05,2.6e-06,APO,"Otto Matic",8725,2000-10-21,2024-09-10,442,3,1,0,.41306,,,,,,,,,
20494690,"494690 (2004 JQ1)",494690,,,Y,Y,0,20.10,,,,,,,,,,,,,,,,,,,"JPL 47",2460600.5,60600,2024-10-17.0,J2000,0.4500,1.193,0.656,32.83,77.05,272.66,168.24,1.73,0.756,2460377.96,2024-03-08.4,476,1.3,0.0315,12.3,4,5.08,1.7e-07,2.9e-09,2.1e-07,3.1e-05,2.0e-05,2.5e-05,8.6e-06,4.2e-09,2.8e-09,1.1e-05,1.7e-06,APO,"Otto Matic",6230,2004-05-11,2021-06-01,191,,,0,.64045,,,,,,,,,
20494697,"494697 (2004 SW55)",494697,,,Y,Y,0,20.77,,,,,,,,,,,,,,,,,,,"JPL 47",2460600.5,60600,2024-10-17.0,J2000,0.3340,1.428,0.951,8.79,75.12,352.85,241.22,1.90,0.5778,2460806.07,2025-05-10.5,623,1.71,0.0307,11.9,3.41,4.62,3.8e-08,1.1e-09,5.4e-08,5.6e-06,4.2e-05,4.2e-05,7.6e-06,1.5e-09,6.6e-10,1.3e-05,7.1e-07,APO,"Otto Matic",6362,2004-09-24,2022-02-24,175,,,0,.48016,,,,,,,,,
20494975,"494975 (2009 WO106)",494975,,,Y,Y,0,19.18,,,,,,,,,,8.0364,,,,,,,,,"JPL 39",2460600.5,60600,2024-10-17.0,J2000,0.3853,1.374,0.845,17.35,281.69,134.68,105.64,1.90,0.6119,2460427.85,2024-04-27.3,588,1.61,0.0495,19.3,3.5,4.69,1.1e-07,1.9e-08,1.5e-07,2.2e-05,2.6e-05,3.1e-05,5.2e-05,2.7e-08,1.3e-08,8.2e-05,1.2e-05,APO,"Otto Matic",4833,2009-11-26,2023-02-19,151,,,0,.5631,,,,,,,,,
20495187,"495187 (2012 VO76)",495187,,,Y,Y,0,21.05,,,,,,,,,,,,,,,,,,,"JPL 32",2460600.5,60600,2024-10-17.0,J2000,0.2150,1.204,0.945,36.95,229.47,297.36,272.72,1.46,0.7457,2460717.54,2025-02-11.0,483,1.32,0.0361,14,3.65,5.07,8.2e-08,1.2e-08,9.0e-08,2.7e-05,7.6e-06,2.0e-05,5.5e-05,1.5e-08,1.1e-08,7.6e-05,7.4e-06,APO,"Otto Matic",4399,2009-06-01,2021-06-17,130,,,0,.3888,,,,,,,,,
20496005,"496005 (2007 XJ16)",496005,,,Y,Y,0,19.10,,,,,,,,,,,,,,,,,,,"JPL 86",2460600.5,60600,2024-10-17.0,J2000,0.5563,2.258,1.002,6.23,309.06,32.99,32.92,3.51,0.2904,2460487.17,2024-06-25.6,1.24e+03,3.39,0.0265,10.3,1.93,3.39,2.4e-08,2.7e-08,5.0e-08,3.7e-06,4.7e-05,5.0e-05,1.2e-05,4.2e-08,5.2e-09,3.9e-05,2.2e-05,APO,"Otto Matic",3662,2007-12-05,2017-12-14,474,,,0,.44473,,,,,,,,,
20496013,"496013 (2008 EL6)",496013,,,Y,Y,0,21.00,,,,,,,,,,,,,,,,,,,"JPL 24",2460600.5,60600,2024-10-17.0,J2000,0.4810,1.728,0.897,13.14,177.66,38.41,93.80,2.56,0.4339,2460384.31,2024-03-14.8,830,2.27,0.0198,7.72,2.44,4,4.0e-08,6.6e-09,6.7e-08,1.1e-05,5.2e-05,4.9e-05,1.1e-05,9.7e-09,2.5e-09,2.5e-05,4.7e-06,APO,"Otto Matic",3431,2008-03-05,2017-07-27,82,,,0,.40144,,,,,,,,,
20496816,"496816 (1989 UP)",496816,,,Y,Y,0,20.54,,,,,,,0.3,,,6.98,,,,,,,,,"JPL 77",2460600.5,60600,2024-10-17.0,J2000,0.4722,1.862,0.982,3.85,53.16,17.82,256.52,2.74,0.388,2460867.17,2025-07-10.6,928,2.54,0.00594,2.31,2.59,3.85,1.6e-08,1.6e-09,3.1e-08,2.9e-06,3.0e-05,3.0e-05,3.0e-06,2.3e-09,5.0e-10,7.9e-06,1.2e-06,APO,"Otto Matic",12162,1989-10-27,2023-02-13,368,0,1,0,.36492,,,,,,,,,
20496817,"496817 (1989 VB)",496817,,,Y,Y,0,19.99,,,,,,,0.4,,,14.533,,,,,,,,,"JPL 73",2460600.5,60600,2024-10-17.0,J2000,0.4601,1.862,1.005,2.18,37.85,330.92,278.40,2.72,0.388,2460810.83,2025-05-15.3,928,2.54,0.0168,6.53,2.74,3.86,9.0e-09,3.3e-09,1.7e-08,2.6e-06,4.1e-05,4.2e-05,3.2e-06,4.9e-09,1.0e-09,8.5e-06,2.5e-06,APO,"Otto Matic",12109,1989-11-01,2022-12-27,308,4,2,0,.30543,,,,,,,,,
20496860,"496860 (1999 XL136)",496860,,,Y,Y,0,19.67,,,,,,,,,,,,,,,,,,,"JPL 52",2460600.5,60600,2024-10-17.0,J2000,0.6465,1.819,0.643,8.91,269.97,275.47,28.38,3.00,0.4017,2460529.85,2024-08-07.3,896,2.45,0.00425,1.65,2.08,3.75,3.1e-08,4.4e-09,5.8e-08,1.0e-05,1.7e-05,1.7e-05,3.4e-06,7.3e-09,1.5e-09,8.2e-06,3.3e-06,APO,"Otto Matic",8268,1999-12-12,2022-08-01,304,,,0,.4844,,,,,,,,,
20496901,"496901 (2001 HB)",496901,,,Y,Y,0,20.69,,,,,,,,,,,,,,,,,,,"JPL 35",2460600.5,60600,2024-10-17.0,J2000,0.6940,1.314,0.402,9.28,195.82,238.00,260.14,2.23,0.6544,2460753.09,2025-03-18.5,550,1.51,0.0133,5.18,3.13,4.67,2.0e-07,8.3e-09,2.7e-07,1.9e-05,4.2e-05,3.9e-05,3.4e-05,1.4e-08,6.2e-09,5.3e-05,5.2e-06,APO,"Otto Matic",9200,1998-04-19,2023-06-27,106,,,0,.56776,,,,,,,,,
20497117,"497117 (2004 FU4)",497117,,,Y,Y,0,18.33,,,,,,,,,,,,,,,,,,,"JPL 111",2460600.5,60600,2024-10-17.0,J2000,0.2639,1.26,0.928,23.25,31.56,46.31,296.47,1.59,0.6967,2460691.68,2025-01-16.1,517,1.41,0.00256,0.995,3.81,5,6.5e-08,4.1e-09,8.1e-08,1.6e-05,1.0e-05,2.0e-05,1.5e-05,5.1e-09,3.4e-09,2.2e-05,2.5e-06,APO,"Otto Matic",6653,2004-03-19,2022-06-06,487,,,0,.52322,,,,,,,,,
20499582,"499582 (2010 TH19)",499582,,,Y,Y,0,20.53,,,,,,,0.461,,0.044,,,,,,,,,0.14,"JPL 52",2460600.5,60600,2024-10-17.0,J2000,0.3101,1.464,1.010,6.83,254.20,201.50,277.30,1.92,0.5562,2460749.18,2025-03-14.6,647,1.77,0.0368,14.3,3.28,4.55,6.1e-08,1.1e-08,8.5e-08,5.9e-06,5.1e-05,6.1e-05,5.0e-05,1.4e-08,6.0e-09,9.2e-05,7.0e-06,APO,"Otto Matic",5052,2010-10-07,2024-08-06,261,,,0,.37097,,,,,,,,,
20500080,"500080 (2011 WV134)",500080,,,Y,Y,0,17.22,,,,,,,,,,10.105,,,,,,,,,"JPL 126",2460600.5,60600,2024-10-17.0,J2000,0.6753,2.795,0.907,6.02,157.64,25.90,250.63,4.68,0.2109,2461119.05,2026-03-19.5,1.71e+03,4.67,0.018,7,0.296,2.94,1.4e-08,4.0e-08,4.2e-08,3.6e-06,5.2e-05,5.2e-05,2.2e-05,6.7e-08,4.5e-09,1.1e-04,3.7e-05,APO,"Otto Matic",5757,2006-11-23,2022-08-28,993,,,0,.33548,,,,,,,,,
20503861,"503861 (1998 WZ1)",503861,,,Y,Y,0,19.97,,,,,,,,,,,,,,,,,,,"JPL 49",2460600.5,60600,2024-10-17.0,J2000,0.5566,2.163,0.959,4.31,344.84,137.37,35.72,3.37,0.3098,2460485.18,2024-06-23.6,1.16e+03,3.18,0.023,8.95,1.75,3.47,5.0e-08,5.2e-09,1.1e-07,9.9e-06,1.4e-04,1.4e-04,1.0e-05,8.1e-09,1.1e-09,3.2e-05,4.2e-06,APO,"Otto Matic",7121,1998-11-16,2018-05-16,121,,,0,.46726,,,,,,,,,
20503941,"503941 (2003 UV11)",503941,,,Y,Y,0,19.65,,,,,,,0.260,,0.376,18.25,,,,,,,,0.00,"JPL 83",2460600.5,60600,2024-10-17.0,J2000,0.7626,1.453,0.345,5.93,31.78,124.95,324.10,2.56,0.5625,2460664.33,2024-12-19.8,640,1.75,0.00787,3.06,2.45,4.26,1.5e-08,8.1e-11,2.2e-08,6.0e-06,4.4e-06,5.8e-06,4.1e-07,1.4e-10,4.7e-11,7.2e-07,5.3e-08,APO,"Otto Matic",10209,1996-10-12,2024-09-24,904,8,6,0,.3068,,,,,,,,,
20504034,"504034 (2005 UJ159)",504034,,,Y,Y,0,17.62,,,,,,,,,,,,,,,,,,,"JPL 63",2460600.5,60600,2024-10-17.0,J2000,0.8317,3.343,0.563,35.61,80.25,95.79,26.44,6.12,0.1613,2460436.53,2024-05-06.0,2.23e+03,6.11,0.0389,15.1,2.36,2.28,1.6e-08,6.9e-09,5.3e-08,1.1e-05,2.9e-06,6.4e-06,4.7e-07,1.3e-08,5.0e-10,2.8e-06,6.9e-06,APO,Giorgini,6831,2005-10-30,2024-07-13,307,3,1,0,.34098,,,,,,,,,
20504256,"504256 (2006 VD13)",504256,,,Y,Y,0,19.07,,,,,,,,,,,,,,,,,,,"JPL 87",2460600.5,60600,2024-10-17.0,J2000,0.4837,1.948,1.006,11.71,313.94,162.89,185.93,2.89,0.3625,2461080.70,2026-02-09.2,993,2.72,0.0336,13.1,2.24,3.72,3.7e-08,9.2e-09,7.1e-08,7.6e-06,1.9e-05,2.0e-05,1.9e-05,1.4e-08,2.6e-09,5.5e-05,7.0e-06,APO,"Otto Matic",8094,2000-07-29,2022-09-26,482,,,0,.41864,,,,,,,,,
20504680,"504680 (2009 EO2)",504680,,,Y,Y,0,19.78,,,,,,,,,,,,,,,,,,,"JPL 50",2460600.5,60600,2024-10-17.0,J2000,0.4807,1.712,0.889,11.48,264.63,220.60,2.81,2.53,0.4401,2460594.11,2024-10-10.6,818,2.24,0.0127,4.95,2.62,4.03,5.3e-08,5.4e-09,9.2e-08,1.2e-05,3.0e-05,3.4e-05,1.1e-05,8.0e-09,2.1e-09,2.6e-05,3.9e-06,APO,"Otto Matic",3213,2009-03-05,2017-12-21,179,,,0,.381,,,,,,,,,
20504800,"504800 (2010 CO1)",504800,,,Y,Y,0,21.48,,,,,,,0.380,,0.032,,,,,,,,,0.00,"JPL 33",2460600.5,60600,2024-10-17.0,J2000,0.2179,1.013,0.792,24.02,351.56,252.71,78.84,1.23,0.9671,2460518.98,2024-07-27.4,372,1.02,0.0222,8.63,3.84,5.92,3.2e-07,1.4e-08,3.1e-07,2.7e-05,9.7e-06,1.9e-05,7.5e-05,1.7e-08,2.0e-08,7.6e-05,7.6e-06,APO,"Otto Matic",3592,2010-01-07,2019-11-08,158,,,0,.48123,,,,,,,,,
20505178,"505178 (2012 TV78)",505178,,,Y,Y,0,19.46,,,,,,,,,,,,,,,,,,,"JPL 80",2460600.5,60600,2024-10-17.0,J2000,0.5488,1.816,0.819,7.47,251.75,244.94,268.57,2.81,0.4028,2460827.48,2025-05-31.9,894,2.45,0.014,5.46,2.3,3.84,2.8e-08,9.3e-09,5.1e-08,7.6e-06,2.8e-05,2.9e-05,9.7e-06,1.4e-08,3.1e-09,2.6e-05,6.9e-06,APO,"Otto Matic",7319,2002-10-11,2022-10-25,333,,,0,.4315,,,,,,,,,
20505657,"505657 (2014 SR339)",505657,,,Y,Y,0,18.48,,,,,,,0.971,,0.068,8.71,,,,,,,,0.37,"JPL 198",2460600.5,60600,2024-10-17.0,J2000,0.3038,1.299,0.905,29.79,138.74,299.64,217.16,1.69,0.6654,2460815.18,2025-05-19.6,541,1.48,0.0368,14.3,3.61,4.83,1.3e-08,2.5e-09,1.8e-08,3.8e-06,1.7e-06,5.6e-06,6.7e-06,3.3e-09,1.9e-09,1.1e-05,1.6e-06,APO,"Otto Matic",3543,2014-09-30,2024-06-12,1628,5,1,0,.29201,,,,,,,,,
20506074,"506074 Svarog (2015 UM67)",506074,Svarog,,Y,Y,0,18.93,,,,,,,0.665,,0.110,,,,,,,,,0.18,"JPL 93",2460600.5,60600,2024-10-17.0,J2000,0.6874,1.558,0.487,6.01,150.02,132.27,247.70,2.63,0.5069,2460822.02,2025-05-26.5,710,1.94,0.0482,18.7,2.56,4.13,3.6e-08,1.3e-08,5.7e-08,3.0e-06,4.9e-05,4.8e-05,2.5e-05,2.2e-08,6.5e-09,5.2e-05,9.1e-06,APO,"Otto Matic",2976,2015-10-24,2023-12-17,428,,,0,.40055,,,,,,,,,
20506491,"506491 (2003 UW29)",506491,,,Y,Y,0,20.77,,,,,,,,,,,,,,,,,,,"JPL 29",2460600.5,60600,2024-10-17.0,J2000,0.8386,1.17,0.189,3.76,196.48,55.27,255.96,2.15,0.7792,2460734.02,2025-02-27.5,462,1.26,0.0181,7.04,2.91,4.96,7.3e-08,5.5e-09,8.5e-08,9.8e-06,1.5e-04,1.5e-04,4.6e-05,1.0e-08,5.5e-09,5.9e-05,3.3e-06,APO,"Otto Matic",8007,2000-12-29,2022-12-01,101,,,0,.64863,,,,,,,,,
20506732,"506732 (2006 VW2)",506732,,,Y,Y,0,21.32,,,,,,,,,,,,,,,,,,,"JPL 42",2460600.5,60600,2024-10-17.0,J2000,0.2944,1.236,0.872,10.05,229.77,299.68,290.05,1.60,0.7173,2460698.02,2025-01-22.5,502,1.37,0.0145,5.63,3.4,5.13,9.9e-08,2.8e-09,1.2e-07,8.4e-06,2.2e-05,2.8e-05,1.8e-05,3.6e-09,2.4e-09,2.5e-05,1.7e-06,APO,"Otto Matic",5475,2006-11-11,2021-11-07,153,,,0,.6379,,,,,,,,,
20506859,"506859 (2007 VW137)",506859,,,Y,Y,0,18.25,,,,,,,,,,,,,,,,,,,"JPL 57",2460600.5,60600,2024-10-17.0,J2000,0.7348,2.236,0.593,5.83,297.40,247.48,351.64,3.88,0.2947,2460628.88,2024-11-14.3,1.22e+03,3.34,0.032,12.4,1.19,3.21,3.8e-08,2.0e-08,8.4e-08,7.4e-06,6.4e-05,6.4e-05,1.3e-05,3.5e-08,4.0e-09,4.5e-05,1.7e-05,APO,"Otto Matic",3931,2007-11-08,2018-08-13,230,,,0,.54624,,,,,,,,,
20507716,"507716 (2013 UP8)",507716,,,Y,Y,0,16.39,,,,,,,,,,,,,,,,,,,"JPL 42",2460600.5,60600,2024-10-17.0,J2000,0.6191,2.535,0.966,47.83,55.16,187.36,318.58,4.10,0.2442,2460770.11,2025-04-04.6,1.47e+03,4.04,0.0405,15.8,0.954,2.79,1.4e-07,5.3e-08,3.6e-07,1.6e-05,1.3e-05,1.7e-05,2.1e-05,8.5e-08,7.6e-09,8.7e-05,4.6e-05,APO,"Otto Matic",2901,2013-10-25,2021-10-04,139,,,0,.60886,,,,,,,,,
20508774,"508774 (1999 JE1)",508774,,,Y,Y,0,20.08,,,,,,,,,,,,,,,Sq,,,,"JPL 43",2460600.5,60600,2024-10-17.0,J2000,0.7017,1.323,0.395,20.91,53.06,302.74,214.12,2.25,0.6475,2460825.80,2025-05-30.2,556,1.52,0.0251,9.78,3.34,4.6,9.1e-08,6.2e-09,1.2e-07,1.3e-05,1.3e-05,1.4e-05,2.8e-05,1.1e-08,4.6e-09,4.5e-05,3.9e-06,APO,"Otto Matic",7941,1999-05-07,2021-02-01,161,,,0,.62287,,,,,,,,,
20508967,"508967 (2004 VC17)",508967,,,Y,Y,0,18.49,,,,,,,,,,,,,,,,,,,"JPL 56",2460600.5,60600,2024-10-17.0,J2000,0.8109,1.895,0.358,20.40,229.17,65.16,247.56,3.43,0.3778,2460898.12,2025-08-10.6,953,2.61,0.00164,0.637,2.24,3.41,7.8e-08,4.0e-09,1.5e-07,2.9e-05,1.3e-05,2.1e-05,5.5e-06,7.3e-09,1.2e-09,1.5e-05,3.0e-06,APO,"Otto Matic",5617,2004-11-07,2020-03-25,409,,,0,.43961,,,,,,,,,
20509191,"509191 (2006 OC5)",509191,,,Y,Y,0,19.25,,,,,,,,,,,,,,,,,,,"JPL 45",2460600.5,60600,2024-10-17.0,J2000,0.6521,2.402,0.836,4.74,149.09,245.80,305.36,3.97,0.2648,2460806.82,2025-05-11.3,1.36e+03,3.72,0.0145,5.64,1.5,3.19,4.2e-08,5.7e-09,9.9e-08,1.0e-05,3.8e-05,3.9e-05,6.0e-06,9.3e-09,9.3e-10,2.3e-05,4.8e-06,APO,"Otto Matic",4211,2006-07-21,2018-01-30,205,,,0,.43613,,,,,,,,,
20509456,"509456 (2007 LF)",509456,,,Y,Y,0,20.57,,,,,,,,,,,,,,,,,,,"JPL 45",2460600.5,60600,2024-10-17.0,J2000,0.4198,1.682,0.976,6.99,239.39,333.92,359.45,2.39,0.4516,2460601.71,2024-10-18.2,797,2.18,0.00257,0.999,2.59,4.12,1.1e-07,8.2e-09,1.9e-07,7.0e-06,3.5e-05,6.1e-05,3.5e-05,1.2e-08,3.3e-09,7.8e-05,5.8e-06,APO,"Otto Matic",4108,2007-06-07,2018-09-05,325,,,0,.34667,,,,,,,,,
20509821,"509821 (2008 WQ63)",509821,,,Y,Y,0,20.20,,,,,,,,,,,,,,,,,,,"JPL 34",2460600.5,60600,2024-10-17.0,J2000,0.6071,1.734,0.681,0.92,317.08,229.02,308.58,2.79,0.4316,2460719.63,2025-02-13.1,834,2.28,0.00798,3.11,2.17,3.92,4.9e-08,1.9e-08,8.0e-08,9.1e-06,4.5e-04,4.5e-04,3.2e-05,3.0e-08,6.9e-09,7.7e-05,1.3e-05,APO,"Otto Matic",5865,2002-07-18,2018-08-08,201,,,0,.43247,,,,,,,,,
20509935,"509935 (2009 QL8)",509935,,,Y,Y,0,19.54,,,,,,,,,,9.0913,,,,,,,,,"JPL 65",2460600.5,60600,2024-10-17.0,J2000,0.5409,1.931,0.887,4.24,84.47,339.66,202.68,2.98,0.3672,2461028.86,2025-12-19.3,980,2.68,0.028,10.9,2.38,3.72,3.8e-08,5.9e-09,7.1e-08,4.8e-06,9.1e-05,8.7e-05,8.1e-06,9.0e-09,1.7e-09,2.3e-05,4.5e-06,APO,"Otto Matic",3574,2009-08-20,2019-06-03,271,0,1,0,.34434,,,,,,,,,
20510055,"510055 (2010 FH81)",510055,,,Y,Y,0,21.51,,,,,,,0.200,,0.094,,,,,,,,,0.01,"JPL 35",2460600.5,60600,2024-10-17.0,J2000,0.2105,1.226,0.968,16.80,84.60,158.31,223.80,1.48,0.7264,2460788.00,2025-04-22.5,496,1.36,0.034,13.2,3.54,5.15,9.0e-08,8.0e-09,1.1e-07,1.3e-05,2.2e-05,4.1e-05,6.0e-05,9.6e-09,7.1e-09,8.5e-05,4.8e-06,APO,"Otto Matic",4265,2010-03-30,2021-12-02,96,,,0,.41929,,,,,,,,,
20510529,"510529 (2012 EY11)",510529,,,Y,Y,0,21.58,,,,,,,,,,,,,,,,,,,"JPL 44",2460600.5,60600,2024-10-17.0,J2000,0.1508,1.148,0.975,9.02,167.58,238.88,185.06,1.32,0.8009,2460818.94,2025-05-23.4,450,1.23,0.0288,11.2,3.93,5.45,1.5e-07,1.3e-08,1.8e-07,4.2e-06,2.5e-05,3.9e-05,5.5e-05,1.5e-08,1.3e-08,7.2e-05,7.4e-06,APO,"Otto Matic",8054,2001-03-19,2023-04-07,154,,,0,.477,,,,-1.3e-13,2.0e-14,,,,
20511008,"511008 (2013 PX6)",511008,,,Y,Y,0,18.55,,,,,,,1.647,,0.028,,,,,,,,,0.03,"JPL 65",2460600.5,60600,2024-10-17.0,J2000,0.6515,2.597,0.905,13.66,187.37,229.70,225.56,4.29,0.2355,2461171.40,2026-05-10.9,1.53e+03,4.19,0.0298,11.6,1.35,3.04,2.9e-08,2.9e-08,7.5e-08,1.1e-05,2.3e-05,2.3e-05,1.6e-05,4.9e-08,4.0e-09,7.9e-05,2.6e-05,APO,"Otto Matic",2998,2010-01-12,2018-03-29,451,,,0,.40963,,,,,,,,,
20511684,"511684 (2015 BN509)",511684,,,Y,Y,0,20.79,,,,,,,0.315,,0.093,5.6713,,,,,,,,0.07,"JPL 134",2460600.5,60600,2024-10-17.0,J2000,0.5685,1.007,0.434,4.15,120.08,143.20,166.20,1.58,0.9756,2460430.15,2024-04-29.6,369,1.01,0.0248,9.65,3.5,5.89,1.3e-07,9.5e-09,1.3e-07,4.7e-06,2.2e-05,2.5e-05,1.6e-05,1.5e-08,1.4e-08,1.4e-05,5.2e-06,APO,"Otto Matic",6618,2005-12-03,2024-01-16,556,5,2,0,.37175,,,,8.1e-14,2.0e-14,,,,
20513126,"513126 (1998 QP)",513126,,,Y,Y,0,21.71,,,,,,,,,,,,,,,,,,,"JPL 34",2460600.5,60600,2024-10-17.0,J2000,0.5826,1.786,0.745,9.35,326.43,78.46,325.88,2.83,0.4131,2460683.10,2025-01-07.5,872,2.39,0.0139,5.4,2.69,3.85,5.6e-08,8.5e-09,9.7e-08,1.8e-05,6.1e-06,1.5e-05,2.9e-05,1.3e-08,2.9e-09,7.2e-05,6.2e-06,APO,"Otto Matic",7128,1998-08-17,2018-02-21,257,,,0,.47442,,,,,,,,,
20513312,"513312 (2007 DM41)",513312,,,Y,Y,0,22.07,,,,,,,,,,,,,,,,,,,"JPL 47",2460600.5,60600,2024-10-17.0,J2000,0.5278,1.181,0.558,2.26,1.70,274.49,211.78,1.80,0.7676,2460793.60,2025-04-28.1,469,1.28,0.00745,2.9,3.33,5.21,2.3e-08,1.1e-09,2.7e-08,3.7e-06,5.2e-05,5.0e-05,7.7e-06,1.6e-09,1.0e-09,1.0e-05,6.3e-07,APO,"Otto Matic",3918,2007-02-23,2017-11-15,214,,,0,.48576,,,,,,,,,
20513489,"513489 (2009 EV)",513489,,,Y,Y,0,20.12,,,,,,,,,,,,,,,,,,,"JPL 28",2460600.5,60600,2024-10-17.0,J2000,0.5235,1.728,0.824,17.00,138.55,250.28,25.45,2.63,0.4337,2460541.83,2024-08-19.3,830,2.27,0.0312,12.1,2.98,3.95,2.4e-07,1.3e-08,4.1e-07,2.9e-05,2.0e-05,4.0e-05,2.7e-05,2.0e-08,5.0e-09,6.1e-05,9.5e-06,APO,"Otto Matic",3511,2008-08-03,2018-03-15,127,,,0,.52374,,,,,,,,,
20514150,"514150 (2015 KJ57)",514150,,,Y,Y,0,21.53,,,,,,,,,,,,,,,,,,,"JPL 52",2460600.5,60600,2024-10-17.0,J2000,0.4039,1.559,0.929,2.63,14.40,336.45,239.72,2.19,0.5064,2460838.05,2025-06-11.5,711,1.95,0.0123,4.8,3.24,4.34,2.4e-08,1.4e-08,3.9e-08,4.4e-06,1.7e-04,1.7e-04,1.8e-05,2.0e-08,6.9e-09,3.8e-05,9.8e-06,APO,"Otto Matic",994,2015-05-18,2018-02-05,164,,,0,.47163,,,,,,,,,
20514568,"514568 (1994 RC)",514568,,,Y,Y,0,19.22,,,,,,,,,,,,,,,,,,,"JPL 26",2460600.5,60600,2024-10-17.0,J2000,0.6036,2.264,0.897,4.76,344.25,286.54,313.52,3.63,0.2894,2460761.12,2025-03-26.6,1.24e+03,3.41,0.0381,14.8,1.54,3.35,5.7e-08,7.0e-09,1.3e-07,1.7e-05,9.2e-05,9.4e-05,5.9e-06,1.1e-08,1.4e-09,2.1e-05,5.8e-06,APO,"Otto Matic",8979,1994-04-07,2018-11-06,132,,,0,.60807,,,,,,,,,
20514596,"514596 (2003 FG)",514596,,,Y,Y,0,19.73,,,,,,,,,,8.6763,,,,,,,,,"JPL 64",2460600.5,60600,2024-10-17.0,J2000,0.7150,1.241,0.354,15.66,6.98,312.92,166.36,2.13,0.7125,2460367.02,2024-02-26.5,505,1.38,0.0438,17.1,3.27,4.85,3.1e-08,6.6e-10,3.9e-08,6.7e-06,7.4e-06,8.4e-06,5.5e-06,1.1e-09,5.7e-10,7.8e-06,4.0e-07,APO,"Otto Matic",8017,2001-01-26,2023-01-08,609,,,0,.45555,,,,,,,,,
20515767,"515767 (2015 JA2)",515767,,,Y,Y,0,21.17,,,,,,,,,,0.9801,,,,,,,,,"JPL 49",2460600.5,60600,2024-10-17.0,J2000,0.3491,1.034,0.673,16.42,126.60,246.26,233.79,1.39,0.9376,2460735.11,2025-02-28.6,384,1.05,0.0432,16.8,4.11,5.83,3.0e-07,3.1e-08,2.9e-07,9.7e-06,1.0e-05,1.5e-05,1.3e-04,4.1e-08,4.2e-08,1.4e-04,1.7e-05,APO,"Otto Matic",1738,2015-05-13,2020-02-14,169,,,1,.61674,,,,,,,,,
20516154,"516154 (2016 CL32)",516154,,,Y,Y,0,19.35,,,,,,,,,,11.181,,,,,,,,,"JPL 71",2460600.5,60600,2024-10-17.0,J2000,0.4601,1.543,0.833,12.21,123.49,292.95,214.31,2.25,0.5141,2460883.91,2025-07-27.4,700,1.92,0.0249,9.7,3.18,4.32,2.9e-08,7.7e-09,4.7e-08,6.1e-06,1.4e-05,1.6e-05,1.1e-05,1.1e-08,3.9e-09,2.3e-05,5.3e-06,APO,"Otto Matic",7680,2003-04-28,2024-05-07,294,,,0,.52284,,,,,,,,,
