"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20516155,"516155 (2016 DP)",516155,,,Y,Y,0,20.11,,,,,,,,,,,,,,,,,,,"JPL 93",2460600.5,60600,2024-10-17.0,J2000,0.4771,1.023,0.535,13.33,54.36,254.01,32.94,1.51,0.9531,2460565.94,2024-09-12.4,378,1.03,0.0318,12.4,3.79,5.85,1.3e-07,7.2e-09,1.3e-07,3.2e-06,1.7e-05,1.6e-05,2.0e-05,1.1e-08,1.0e-08,2.1e-05,4.0e-06,APO,"Otto Matic",2875,2016-02-18,2024-01-02,401,,,0,.49123,,,,,,,,,
20517103,"517103 (2013 EM20)",517103,,,Y,Y,0,19.92,,,,,,,,,,8.038,,,,,,,,,"JPL 63",2460600.5,60600,2024-10-17.0,J2000,0.3179,1.371,0.935,8.36,73.88,350.16,157.18,1.81,0.6138,2460344.41,2024-02-03.9,587,1.61,0.0424,16.5,3.52,4.76,3.7e-08,5.3e-09,5.2e-08,4.0e-06,3.5e-05,4.0e-05,1.0e-05,7.0e-09,3.6e-09,1.6e-05,3.4e-06,APO,"Otto Matic",8795,1997-04-07,2021-05-06,2399,,,0,.17775,,,,,,,,,
20517681,"517681 (2015 DE198)",517681,,,Y,Y,0,18.86,,,,,,,,,,33.558,,,,,,,,,"JPL 134",2460600.5,60600,2024-10-17.0,J2000,0.5832,2.063,0.860,12.26,33.23,218.11,50.47,3.27,0.3327,2460448.78,2024-05-18.2,1.08e+03,2.96,0.042,16.4,1.86,3.52,1.3e-08,6.0e-09,2.9e-08,4.1e-06,8.4e-06,1.0e-05,1.2e-06,9.4e-09,1.4e-09,3.6e-06,4.7e-06,APO,"Otto Matic",26134,1953-03-08,2024-09-25,700,2,2,0,.31651,,,,,,,,,
20518640,"518640 (2008 KZ5)",518640,,,Y,Y,0,20.05,,,,,,,,,,5.789,,,,,,,,,"JPL 136",2460600.5,60600,2024-10-17.0,J2000,0.4545,1.844,1.006,8.36,142.55,194.42,160.69,2.68,0.3937,2460192.37,2023-09-04.8,914,2.5,0.00313,1.22,2.71,3.87,1.3e-08,2.4e-09,2.3e-08,2.0e-06,2.1e-05,2.0e-05,2.7e-06,3.4e-09,7.5e-10,6.7e-06,1.8e-06,APO,"Otto Matic",5701,2008-05-29,2024-01-07,1234,,,0,.35599,,,,,,,,,
20518678,"518678 (2008 UZ94)",518678,,,Y,Y,0,17.38,,,,,,,,,,6.36,,,,,,,,,"JPL 94",2460600.5,60600,2024-10-17.0,J2000,0.5725,2.191,0.937,30.25,248.22,159.72,322.94,3.45,0.3039,2460722.47,2025-02-15.9,1.18e+03,3.24,0.0264,10.3,2.05,3.29,2.9e-08,6.6e-09,6.5e-08,9.9e-06,1.4e-05,1.7e-05,3.0e-06,1.0e-08,1.4e-09,1.0e-05,5.3e-06,APO,"Otto Matic",5306,2008-10-28,2023-05-09,384,1,0,0,.38542,,,,,,,,,
20518810,"518810 (2010 CF19)",518810,,,Y,Y,0,21.85,,,,,,,0.083,,0.448,,,,,,,,,0.01,"JPL 46",2460600.5,60600,2024-10-17.0,J2000,0.2700,1.193,0.871,7.18,154.71,265.31,142.87,1.52,0.7563,2460411.58,2024-04-11.0,476,1.3,0.0325,12.6,3.81,5.28,5.1e-08,8.4e-09,6.6e-08,8.0e-06,1.6e-05,2.3e-05,4.4e-05,1.1e-08,8.0e-09,5.6e-05,5.0e-06,APO,"Otto Matic",3020,2010-02-14,2018-05-23,180,0,1,0,.41389,,,,,,,,,
20518847,"518847 (2010 DM)",518847,,,Y,Y,0,19.02,,,,,,,,,,,,,,,,,,,"JPL 40",2460600.5,60600,2024-10-17.0,J2000,0.8399,2.081,0.333,5.00,140.75,221.04,8.79,3.83,0.3284,2460573.75,2024-09-20.2,1.1e+03,3,0.0325,12.6,1.63,3.19,5.1e-08,3.1e-08,1.1e-07,8.7e-06,9.5e-05,9.5e-05,5.5e-05,5.8e-08,7.4e-09,1.7e-04,2.5e-05,APO,"Otto Matic",8790,2000-05-03,2024-05-27,106,,,0,.63818,,,,,,,,,
20523589,"523589 (2001 HA4)",523589,,,Y,Y,0,17.79,,,,,,,1.851,,0.047,,,,,,,,,0.04,"JPL 66",2460600.5,60600,2024-10-17.0,J2000,0.7934,2.69,0.556,17.18,354.01,95.66,134.96,4.82,0.2234,2459996.31,2023-02-20.8,1.61e+03,4.41,0.025,9.74,1.54,2.77,5.3e-08,4.0e-09,1.4e-07,1.8e-05,2.9e-05,2.7e-05,3.2e-06,7.2e-09,5.0e-10,1.4e-05,3.6e-06,APO,"Otto Matic",8073,2001-04-16,2023-05-24,243,,,0,.34143,,,,,,,,,
20523598,"523598 (2003 ED50)",523598,,,Y,Y,0,20.77,,,,,,,,,,,,,,,,,,,"JPL 31",2460600.5,60600,2024-10-17.0,J2000,0.5470,1.416,0.642,33.72,173.48,94.01,258.77,2.19,0.5848,2460773.62,2025-04-08.1,616,1.69,0.0273,10.6,3.45,4.4,6.5e-08,1.9e-09,9.2e-08,3.0e-05,5.6e-06,1.0e-05,1.2e-05,2.9e-09,1.2e-09,2.1e-05,1.2e-06,APO,"Otto Matic",7510,2003-03-11,2023-10-02,158,,,0,.49073,,,,,,,,,
20523606,"523606 (2005 CJ)",523606,,,Y,Y,0,20.34,,,,,,,,,,,,,,,,,,,"JPL 55",2460600.5,60600,2024-10-17.0,J2000,0.5256,1.75,0.830,1.08,357.82,81.99,203.33,2.67,0.4259,2460968.36,2025-10-19.8,845,2.31,0.00732,2.85,2.62,3.96,1.9e-08,3.7e-09,3.4e-08,5.8e-06,1.2e-04,1.2e-04,9.9e-06,5.6e-09,1.3e-09,2.4e-05,2.6e-06,APO,"Otto Matic",5339,2004-08-19,2019-04-02,360,,,0,.46613,,,,,,,,,
20523609,"523609 (2005 PJ2)",523609,,,Y,Y,0,19.53,,,,,,,,,,1.42,,,,,,,,,"JPL 40",2460600.5,60600,2024-10-17.0,J2000,0.6594,1.198,0.408,17.42,326.43,128.89,169.53,1.99,0.7515,2460374.91,2024-03-05.4,479,1.31,0.0445,17.3,3.3,5.03,1.8e-07,2.9e-09,2.1e-07,1.7e-05,1.2e-05,2.3e-05,1.8e-05,4.8e-09,2.7e-09,2.3e-05,1.7e-06,APO,"Otto Matic",6231,2005-07-27,2022-08-18,194,,,0,.43409,,,,,,,,,
20523623,"523623 (2008 CB22)",523623,,,Y,Y,0,19.72,,,,,,,,,,,,,,,,,,,"JPL 38",2460600.5,60600,2024-10-17.0,J2000,0.6533,2.365,0.820,7.27,51.17,33.42,227.64,3.91,0.271,2461089.00,2026-02-17.4,1.33e+03,3.64,0.0464,18.1,1.41,3.21,9.1e-08,1.6e-08,2.2e-07,1.3e-05,8.8e-05,9.1e-05,1.7e-05,2.6e-08,2.7e-09,6.8e-05,1.3e-05,APO,"Otto Matic",4093,2008-02-08,2019-04-24,163,,,0,.50863,,,,,,,,,
20523630,"523630 (2009 OG)",523630,,,Y,Y,0,16.10,,,,,,,,,,,,,,,,,,,"JPL 65",2460600.5,60600,2024-10-17.0,J2000,0.8586,2.706,0.383,48.39,309.33,114.20,137.74,5.03,0.2214,2459978.51,2023-02-03.0,1.63e+03,4.45,0.0432,16.8,2.87,2.41,4.2e-08,1.0e-08,1.1e-07,3.8e-05,1.1e-05,1.4e-05,5.3e-06,1.9e-08,1.2e-09,2.1e-05,9.1e-06,APO,"Otto Matic",5013,2009-07-17,2023-04-08,309,,,0,.33893,,,,,,,,,
20523650,"523650 (2011 GQ61)",523650,,,Y,Y,0,18.59,,,,,,,,,,,,,,,,,,,"JPL 32",2460600.5,60600,2024-10-17.0,J2000,0.4121,1.59,0.935,65.16,333.51,155.09,279.23,2.25,0.4915,2460764.82,2025-03-30.3,732,2.01,0.0266,10.3,2.86,3.7,2.4e-07,1.6e-08,3.9e-07,9.6e-05,2.5e-05,3.1e-05,4.4e-05,2.2e-08,7.3e-09,9.1e-05,1.1e-05,APO,"Otto Matic",4905,2011-04-04,2024-09-07,94,,,0,.5786,,,,,,,,,
20523654,"523654 (2011 SR5)",523654,,,Y,Y,0,20.95,,,,,,,,,,10.07,,,,,,,,,"JPL 26",2460600.5,60600,2024-10-17.0,J2000,0.7057,1.178,0.347,29.13,180.10,305.55,36.93,2.01,0.7707,2460552.58,2024-08-30.0,467,1.28,0.000164,0.0639,3.31,5,1.2e-07,5.3e-09,1.5e-07,3.0e-05,4.9e-06,1.4e-05,2.3e-05,9.0e-09,5.2e-09,2.9e-05,3.2e-06,APO,"Otto Matic",3275,2011-09-19,2020-09-06,228,,,0,.38298,,,,,,,,,
20523656,"523656 (2011 WO4)",523656,,,Y,Y,0,19.29,,,,,,,,,,,,,,,,,,,"JPL 30",2460600.5,60600,2024-10-17.0,J2000,0.4977,1.738,0.873,60.94,225.18,235.99,206.67,2.60,0.4303,2460956.82,2025-10-08.3,837,2.29,0.0299,11.6,3.35,3.48,7.1e-08,1.5e-08,1.2e-07,2.2e-05,7.7e-06,1.4e-05,2.5e-05,2.3e-08,5.7e-09,6.3e-05,1.1e-05,APO,"Otto Matic",2732,2011-11-17,2019-05-11,115,,,0,.2978,,,,,,,,,
20523662,"523662 (2012 MU2)",523662,,,Y,Y,0,20.77,,,,,,,,,,,,,,,,,,,"JPL 60",2460600.5,60600,2024-10-17.0,J2000,0.5138,2.055,0.999,11.22,250.30,16.60,64.04,3.11,0.3345,2460409.06,2024-04-08.5,1.08e+03,2.95,0.00102,0.399,2,3.59,2.1e-08,2.0e-08,4.9e-08,7.5e-06,2.6e-05,3.1e-05,2.8e-05,3.0e-08,4.8e-09,8.0e-05,1.6e-05,APO,"Otto Matic",2277,2012-06-18,2018-09-12,216,0,1,0,.34749,,,,,,,,,
20523685,"523685 (2014 DN112)",523685,,,Y,Y,0,20.04,,,,,,,,,,,,,,,,,,,"JPL 43",2460600.5,60600,2024-10-17.0,J2000,0.4939,1.848,0.935,4.30,260.18,145.91,143.77,2.76,0.3922,2460233.93,2023-10-16.4,918,2.51,0.00279,1.09,2.66,3.85,6.0e-08,9.1e-09,1.1e-07,4.8e-06,1.3e-04,1.3e-04,1.1e-05,1.4e-08,2.9e-09,3.0e-05,6.8e-06,APO,"Otto Matic",3666,2014-02-28,2024-03-13,168,,,0,.38776,,,,,,,,,
20523732,"523732 (2014 PG51)",523732,,,Y,Y,0,20.66,,,,,,,,,,,,,,,,,,,"JPL 47",2460600.5,60600,2024-10-17.0,J2000,0.4528,1.206,0.660,3.79,275.74,294.16,311.74,1.75,0.7444,2460665.33,2024-12-20.8,484,1.32,0.0231,8.99,3.22,5.17,6.1e-08,3.5e-09,7.4e-08,3.3e-06,9.0e-05,8.4e-05,4.5e-05,5.1e-09,3.3e-09,6.0e-05,2.1e-06,APO,"Otto Matic",4416,2010-09-15,2022-10-18,205,,,0,.461,,,,,,,,,
20523775,"523775 (2014 YB35)",523775,,,Y,Y,1,19.11,,,,,,,0.279,,0.569,3.277,,,,,,,,0.01,"JPL 82",2460600.5,60600,2024-10-17.0,J2000,0.4833,1.877,0.970,12.64,3.72,188.64,256.67,2.78,0.3833,2460870.08,2025-07-13.5,939,2.57,0.0208,8.11,2.18,3.8,1.9e-08,2.2e-08,3.1e-08,4.2e-06,8.0e-06,1.3e-05,2.5e-05,3.2e-08,6.6e-09,6.9e-05,1.6e-05,APO,"Otto Matic",3157,2014-12-27,2023-08-19,745,1,2,0,.2422,,,,,,,,,
20523788,"523788 (2015 FP118)",523788,,,Y,Y,0,19.48,,,,,,,,,,3.0917,,,,,,,,,"JPL 104",2460600.5,60600,2024-10-17.0,J2000,0.5497,2.121,0.955,2.68,201.34,108.16,1.51,3.29,0.3191,2460595.77,2024-10-12.2,1.13e+03,3.09,0.03,11.7,2.02,3.52,6.6e-09,1.2e-08,1.4e-08,1.8e-06,3.3e-05,3.3e-05,6.0e-06,1.8e-08,2.6e-09,1.9e-05,9.2e-06,APO,"Otto Matic",3307,2015-03-21,2024-04-09,737,4,0,0,.3549,,,,,,,,,
20523804,"523804 (2000 YF29)",523804,,,Y,Y,0,20.31,,,,,,,,,,,,,,,S,,,,"JPL 99",2460600.5,60600,2024-10-17.0,J2000,0.3713,1.492,0.938,6.30,124.74,28.10,355.90,2.05,0.5407,2460608.07,2024-10-24.5,666,1.82,0.00855,3.33,2.96,4.48,1.2e-08,6.6e-10,1.8e-08,2.5e-06,2.1e-05,2.0e-05,4.6e-06,9.0e-10,3.6e-10,8.5e-06,4.4e-07,APO,"Otto Matic",7527,2000-11-25,2021-07-05,492,2,2,0,.40558,,,,,,,,,
20523813,"523813 (2008 VB1)",523813,,,Y,Y,0,20.65,,,,,,,,,,,,,,,,,,,"JPL 47",2460600.5,60600,2024-10-17.0,J2000,0.2751,1.278,0.926,10.32,50.35,136.98,264.03,1.63,0.6821,2460741.19,2025-03-06.6,528,1.44,0.0191,7.44,3.34,5.01,8.9e-08,2.9e-09,1.1e-07,1.1e-05,2.1e-05,3.4e-05,3.3e-05,3.7e-09,2.3e-09,4.9e-05,1.8e-06,APO,"Otto Matic",6118,2005-09-26,2022-06-27,144,,,0,.57109,,,,,,,,,
20523814,"523814 (2008 WN2)",523814,,,Y,Y,0,20.81,,,,,,,,,,,,,,,,,,,"JPL 64",2460600.5,60600,2024-10-17.0,J2000,0.3118,1.418,0.976,3.75,227.09,283.40,95.98,1.86,0.5837,2460436.08,2024-05-05.5,617,1.69,0.0493,19.2,3.15,4.66,2.3e-08,9.5e-09,3.3e-08,6.0e-06,4.3e-05,4.7e-05,3.9e-05,1.2e-08,5.9e-09,6.6e-05,6.2e-06,APO,"Otto Matic",5442,2008-10-24,2023-09-18,264,,,0,.50568,,,,,,,,,
20523816,"523816 (2009 ST103)",523816,,,Y,Y,0,18.14,,,,,,,0.851,,0.141,,,,,,,,,0.01,"JPL 43",2460600.5,60600,2024-10-17.0,J2000,0.7184,2.701,0.760,15.74,226.45,234.66,126.30,4.64,0.2221,2460031.80,2023-03-28.3,1.62e+03,4.44,0.0371,14.4,1.19,2.89,5.5e-08,3.6e-08,1.5e-07,1.2e-05,4.6e-05,4.8e-05,1.9e-05,6.2e-08,4.5e-09,7.5e-05,3.3e-05,APO,"Otto Matic",8057,2000-09-27,2022-10-19,153,,,0,.43229,,,,,,,,,
20523820,"523820 (2011 GN44)",523820,,,Y,Y,0,18.20,,,,,,,,,,,,,,,,,,,"JPL 34",2460600.5,60600,2024-10-17.0,J2000,0.5976,2.245,0.903,55.01,16.93,319.39,307.31,3.59,0.293,2460780.32,2025-04-14.8,1.23e+03,3.36,0.00541,2.11,2.44,2.92,1.8e-07,2.9e-08,4.0e-07,5.3e-05,1.2e-05,3.0e-05,3.3e-05,4.6e-08,5.6e-09,1.2e-04,2.4e-05,APO,"Otto Matic",3689,2011-04-03,2021-05-09,140,,,0,.60777,,,,,,,,,
20523934,"523934 (1998 FF14)",523934,,,Y,Y,0,20.62,,,,,,,,,,,,,,,,,,,"JPL 38",2460600.5,60600,2024-10-17.0,J2000,0.3123,1.253,0.862,38.69,359.83,301.12,251.74,1.64,0.7025,2460754.62,2025-03-20.1,512,1.4,0.0276,10.8,3.91,4.88,4.5e-08,3.5e-09,5.6e-08,1.9e-05,3.6e-06,1.0e-05,1.1e-05,4.6e-09,3.0e-09,1.7e-05,2.2e-06,APO,"Otto Matic",7881,1998-03-20,2019-10-17,127,0,1,0,.58842,,,,,,,,,
20524475,"524475 (2002 KJ4)",524475,,,Y,Y,0,19.36,,,,,,,,,,,,,,,,,,,"JPL 33",2460600.5,60600,2024-10-17.0,J2000,0.5570,2.271,1.006,27.92,75.52,155.48,207.24,3.54,0.288,2461130.85,2026-03-31.3,1.25e+03,3.42,0.0251,9.76,1.61,3.26,2.5e-08,7.2e-09,5.8e-08,1.6e-05,1.6e-05,2.0e-05,1.3e-05,1.1e-08,1.4e-09,4.8e-05,5.9e-06,APO,"Otto Matic",6300,2002-05-22,2019-08-21,118,,,0,.56853,,,,,,,,,
20524594,"524594 (2003 NW1)",524594,,,Y,Y,0,18.68,,,,,,,,,,37.7,,,,,,,,,"JPL 78",2460600.5,60600,2024-10-17.0,J2000,0.6432,2.424,0.865,6.16,265.02,118.89,207.85,3.98,0.2611,2461183.14,2026-05-22.6,1.38e+03,3.77,0.0256,9.95,1.57,3.19,2.7e-08,4.9e-09,6.5e-08,8.1e-06,1.9e-05,2.2e-05,1.8e-06,8.1e-09,7.9e-10,8.4e-06,4.2e-06,APO,"Otto Matic",7198,2003-07-03,2023-03-18,383,2,1,0,.3211,,,,,,,,,
20525229,"525229 (2004 UU1)",525229,,,Y,Y,0,21.17,,,,,,,,,,,,,,,,,,,"JPL 42",2460600.5,60600,2024-10-17.0,J2000,0.2732,1.226,0.891,29.97,217.76,113.63,295.27,1.56,0.726,2460689.65,2025-01-14.1,496,1.36,0.0269,10.5,3.9,5.05,5.2e-08,1.1e-08,5.6e-08,1.9e-06,7.6e-07,1.1e-05,1.4e-06,1.4e-08,1.0e-08,2.7e-06,6.9e-06,APO,"Otto Matic",6962,2004-10-23,2023-11-15,227,5,3,0,.32976,,,,-6.0e-14,2.6e-14,,,,
20525231,"525231 (2004 VB)",525231,,,Y,Y,0,20.85,,,,,,,,,,,,,,,,,,,"JPL 67",2460600.5,60600,2024-10-17.0,J2000,0.4090,1.459,0.862,10.86,52.35,71.61,77.99,2.06,0.5594,2460461.09,2024-05-30.5,644,1.76,0.0437,17,3.09,4.52,2.7e-08,1.5e-09,3.9e-08,7.3e-06,8.7e-06,1.0e-05,7.5e-06,2.1e-09,8.6e-10,1.3e-05,9.9e-07,APO,"Otto Matic",5293,2004-11-01,2019-04-30,455,1,1,0,.46327,,,,,,,,,
20525356,"525356 (2005 BG14)",525356,,,Y,Y,0,18.69,,,,,,,,,,,,,,,,,,,"JPL 59",2460600.5,60600,2024-10-17.0,J2000,0.7275,1.993,0.543,21.68,94.91,281.04,24.82,3.44,0.3503,2460529.65,2024-08-07.1,1.03e+03,2.81,0.0301,11.7,2.51,3.4,4.3e-08,4.5e-09,8.6e-08,9.7e-06,1.5e-05,1.3e-05,3.8e-06,7.7e-09,1.2e-09,1.1e-05,3.5e-06,APO,"Otto Matic",7087,2005-01-20,2024-06-16,213,,,0,.46185,,,,,,,,,
20525484,"525484 (2005 GL)",525484,,,Y,Y,0,21.30,,,,,,,,,,,,,,,,,,,"JPL 32",2460600.5,60600,2024-10-17.0,J2000,0.3063,1.056,0.733,15.90,43.61,265.35,278.68,1.38,0.9079,2460690.06,2025-01-14.5,397,1.09,0.00624,2.43,3.89,5.75,5.4e-08,1.6e-08,6.4e-08,8.2e-06,1.8e-05,1.2e-05,3.6e-05,2.0e-08,2.0e-08,4.2e-05,8.7e-06,APO,"Otto Matic",5727,2005-04-01,2020-12-05,145,,,0,.44291,,,,-1.2e-13,3.0e-14,,,,
20526670,"526670 (2006 UL217)",526670,,,Y,Y,0,20.75,,,,,,,,,,,,,,,,,,,"JPL 49",2460600.5,60600,2024-10-17.0,J2000,0.3486,1.43,0.932,9.92,45.18,310.12,201.09,1.93,0.5763,2460876.26,2025-07-19.7,625,1.71,0.0213,8.31,3.53,4.61,4.3e-08,2.0e-09,6.3e-08,1.0e-05,1.4e-05,2.3e-05,1.6e-05,2.8e-09,1.2e-09,2.7e-05,1.3e-06,APO,"Otto Matic",6064,2006-10-31,2023-06-08,239,,,0,.44653,,,,,,,,,
20526878,"526878 (2007 FE)",526878,,,Y,Y,0,19.38,,,,,,,,,,,,,,,,,,,"JPL 41",2460600.5,60600,2024-10-17.0,J2000,0.4570,1.794,0.974,7.00,122.62,135.21,90.40,2.61,0.4103,2460380.15,2024-03-10.6,877,2.4,0.0269,10.5,2.47,3.94,4.4e-08,4.6e-09,7.9e-08,6.8e-06,6.6e-05,6.6e-05,8.3e-06,6.7e-09,1.6e-09,2.0e-05,3.4e-06,APO,"Otto Matic",6474,2002-02-04,2019-10-27,145,,,0,.6569,,,,,,,,,
20527715,"527715 (2007 YQ56)",527715,,,Y,Y,0,19.97,,,,,,,,,,60.8,,,,,,,,,"JPL 60",2460600.5,60600,2024-10-17.0,J2000,0.2881,1.141,0.812,26.45,276.00,273.09,213.19,1.47,0.8087,2460782.04,2025-04-16.5,445,1.22,0.0127,4.94,3.71,5.36,3.0e-08,2.5e-09,3.5e-08,1.4e-05,6.6e-06,1.4e-05,1.4e-05,3.3e-09,2.7e-09,1.8e-05,1.5e-06,APO,"Otto Matic",4171,2007-12-31,2019-06-02,222,,,0,.39354,,,,,,,,,
20528804,"528804 (2009 BJ58)",528804,,,Y,Y,0,19.05,,,,,,,,,,,,,,,,,,,"JPL 41",2460600.5,60600,2024-10-17.0,J2000,0.7127,1.849,0.531,13.02,131.14,85.94,61.52,3.17,0.3919,2460443.52,2024-05-13.0,919,2.52,0.016,6.24,1.98,3.63,5.4e-08,1.6e-08,9.7e-08,6.6e-06,2.6e-05,2.5e-05,2.5e-05,2.7e-08,5.0e-09,6.1e-05,1.2e-05,APO,"Otto Matic",5723,2009-01-29,2024-09-30,151,,,0,.52547,,,,,,,,,
20529366,"529366 (2009 WM1)",529366,,,Y,Y,0,20.42,,,,,,,,,,,,,,,,,,,"JPL 46",2460600.5,60600,2024-10-17.0,J2000,0.1689,1.181,0.981,25.77,240.25,162.64,241.67,1.38,0.7684,2460754.49,2025-03-19.9,468,1.28,0.000225,0.0877,3.99,5.25,5.8e-08,5.4e-09,7.1e-08,1.7e-05,1.1e-05,3.5e-05,4.5e-05,6.3e-09,5.2e-09,5.9e-05,3.2e-06,APO,"Otto Matic",5158,2009-11-17,2024-01-01,158,,,0,.65799,,,,,,,,,
20529668,"529668 (2010 JL33)",529668,,,Y,Y,0,17.89,,,,,,,1.778,,0.047,9.443,,,,,,,,0.03,"JPL 100",2460600.5,60600,2024-10-17.0,J2000,0.7350,2.677,0.709,5.38,52.45,309.89,70.72,4.65,0.225,2460286.12,2023-12-07.6,1.6e+03,4.38,0.0313,12.2,0.847,2.91,1.8e-08,1.4e-08,5.0e-08,6.6e-06,3.0e-05,3.0e-05,9.2e-06,2.5e-08,1.8e-09,3.9e-05,1.3e-05,APO,"Otto Matic",9721,1997-06-04,2024-01-15,757,3,1,0,.30592,,,,,,,,,
20529951,"529951 (2010 UD)",529951,,,Y,Y,0,21.08,,,,,,,,,,,,,,,,,,,"JPL 37",2460600.5,60600,2024-10-17.0,J2000,0.2640,1.098,0.808,26.29,23.74,262.26,130.20,1.39,0.8569,2460448.55,2024-05-18.0,420,1.15,0.0126,4.91,3.82,5.53,8.8e-08,6.7e-09,1.0e-07,9.8e-06,4.1e-06,1.4e-05,3.2e-05,8.5e-09,7.9e-09,3.6e-05,3.9e-06,APO,"Otto Matic",2955,2010-10-04,2018-11-06,268,,,0,.47574,,,,,,,,,
20530085,"530085 (2010 XC11)",530085,,,Y,Y,0,18.76,,,,,,,,,,,,,,,,,,,"JPL 39",2460600.5,60600,2024-10-17.0,J2000,0.8492,2.519,0.380,9.12,94.09,121.47,139.28,4.66,0.2466,2460035.67,2023-04-01.1,1.46e+03,4,0.0319,12.4,0.631,2.79,6.1e-08,3.9e-08,1.5e-07,1.6e-05,4.9e-05,5.1e-05,3.0e-05,7.3e-08,5.8e-09,1.1e-04,3.4e-05,APO,"Otto Matic",4669,2010-12-03,2023-09-15,118,,,0,.60792,,,,,,,,,
20530520,"530520 (2011 LT17)",530520,,,Y,Y,0,21.85,,,,,,,,,,1.291,,,,,,,,,"JPL 30",2460600.5,60600,2024-10-17.0,J2000,0.2874,1.1,0.784,20.90,83.45,270.62,146.20,1.42,0.8546,2460429.43,2024-04-28.9,421,1.15,0.00173,0.672,4.05,5.55,8.2e-08,7.0e-09,8.7e-08,1.4e-05,3.5e-06,9.4e-06,4.1e-05,9.0e-09,8.1e-09,4.6e-05,4.0e-06,APO,"Otto Matic",3103,2011-06-09,2019-12-07,117,,,0,.36258,,,,,,,,,
20530974,"530974 (2012 BN11)",530974,,,Y,Y,0,20.77,,,,,,,,,,5.357,,,,,,,,,"JPL 66",2460600.5,60600,2024-10-17.0,J2000,0.3950,1.457,0.882,4.36,153.71,69.77,39.68,2.03,0.5602,2460529.66,2024-08-07.1,643,1.76,0.0216,8.42,2.95,4.54,2.6e-08,3.7e-09,3.8e-08,7.4e-06,2.9e-05,3.1e-05,1.5e-05,5.2e-09,2.1e-09,2.7e-05,2.4e-06,APO,"Otto Matic",2787,2012-01-19,2019-09-06,319,,,0,.49595,,,,,,,,,
20531277,"531277 (2012 MM11)",531277,,,Y,Y,0,20.30,,,,,,,,,,13.,,,,,,,,,"JPL 71",2460600.5,60600,2024-10-17.0,J2000,0.6479,2.113,0.744,3.18,245.42,124.24,341.40,3.48,0.3208,2460658.48,2024-12-13.9,1.12e+03,3.07,0.0112,4.36,2,3.43,1.3e-08,3.2e-09,2.7e-08,4.7e-06,7.8e-05,7.8e-05,5.5e-06,5.3e-09,7.3e-10,1.7e-05,2.6e-06,APO,"Otto Matic",3511,2012-06-24,2022-02-03,549,2,1,0,.36599,,,,,,,,,
20531914,"531914 (2013 BW76)",531914,,,Y,Y,0,18.37,,,,,,,,,,,,,,,,,,,"JPL 36",2460600.5,60600,2024-10-17.0,J2000,0.5337,2.058,0.960,40.36,58.22,0.56,350.41,3.16,0.3338,2460629.24,2024-11-14.7,1.08e+03,2.95,0.0281,10.9,2.23,3.34,5.6e-08,1.4e-08,1.1e-07,2.0e-05,1.5e-05,1.9e-05,7.7e-06,2.1e-08,3.3e-09,2.3e-05,1.1e-05,APO,"Otto Matic",3367,2013-01-22,2022-04-12,123,,,0,.50998,,,,,,,,,
20533372,"533372 (2014 GG17)",533372,,,Y,Y,0,20.17,,,,,,,,,,,,,,,,,,,"JPL 44",2460600.5,60600,2024-10-17.0,J2000,0.3525,1.367,0.885,39.15,195.28,239.58,297.85,1.85,0.6168,2460701.26,2025-01-25.7,584,1.6,0.0155,6.02,3.82,4.55,1.7e-07,6.2e-09,2.3e-07,1.5e-05,8.4e-06,4.3e-05,7.4e-05,8.4e-09,4.2e-09,1.2e-04,4.0e-06,APO,"Otto Matic",2946,2014-04-04,2022-04-28,142,,,0,.42184,,,,,,,,,
20533671,"533671 (2014 LJ21)",533671,,,Y,Y,0,15.90,,,,,,,,,,16.41,,,,,,,,,"JPL 107",2460600.5,60600,2024-10-17.0,J2000,0.8956,2.889,0.302,24.28,126.58,302.90,51.35,5.48,0.2007,2460344.65,2024-02-04.1,1.79e+03,4.91,0.0262,10.2,1.57,2.41,4.6e-08,1.3e-08,1.3e-07,6.0e-06,4.3e-05,4.1e-05,3.9e-06,2.6e-08,1.4e-09,1.8e-05,1.3e-05,APO,"Otto Matic",6977,2005-05-12,2024-06-18,618,,,0,.43014,,,,,,,,,
